Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2004,2004,t,2060796,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2005,2005,t,2413504,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2006,2006,t,2331051,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2007,2007,t,2635371,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2008,2008,t,3312802,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2009,2009,t,3638144,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2010,2010,t,3463818,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2011,2011,t,2596512,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2012,2012,t,2061800,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2013,2013,t,2098900,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2014,2014,t,2532900,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2015,2015,t,2401500,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2016,2016,t,2508300,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2017,2017,t,2778800,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2018,2018,t,2779100,A,Official figure,Official data collected from national publication
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2019,2019,t,2640900,A,Official figure,
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2020,2020,t,3153700,A,Official figure,
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2021,2021,t,2529500,A,Official figure,
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2022,2022,t,1715800,A,Official figure,Official data from questionnaire
RFN,Fertilizers by Nutrient,356,India,5157,Agricultural Use,3104,Nutrient potash K2O (total),2023,2023,t,1878600,A,Official figure,Official data from questionnaire
